Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000-03:00,00:15:00.000-03:00,,,31.38230037689209,,,,,,,0.37068554759025574,0.4275481104850769,0.31382298469543457,85,,,
00:15:00.000-03:00,00:30:00.000-03:00,2,,80.96634006500244,,,,,,,0.3761371348618718,0.5546209812164307,0.26968052983283997,129,,,
00:30:00.000-03:00,00:45:00.000-03:00,,,,,,,,,,,,,37,,,
00:45:00.000-03:00,01:00:00.000-03:00,2,,88.49809074401855,,,,,,,0.4684384004413497,0.7827456593513489,0.3033622205257416,190,,,
01:00:00.000-03:00,01:15:00.000-03:00,2,,66.53047943115234,,,,,,,0.4452003538608551,0.5765777230262756,0.31382298469543457,134,,,
01:15:00.000-03:00,01:30:00.000-03:00,,,16.318796157836914,,,,,,,0.2719799280166626,0.2719799280166626,0.2719799280166626,57,,,
01:30:00.000-03:00,01:45:00.000-03:00,1,,62.1369571685791,,,,,,,0.2929014712572098,0.31382301449775696,0.2719799280166626,99,,,
01:45:00.000-03:00,02:00:00.000-03:00,8,,235.32920837402344,,,,,,,0.45734362550132934,1.178452491760254,0.31382298469543457,371,,,
02:00:00.000-03:00,02:15:00.000-03:00,3,,134.11258248357007,,,,,,,0.6783385351141563,1.331478476524353,0.282440721988678,234,,,
02:15:00.000-03:00,02:30:00.000-03:00,1,,57.775015554149654,,,,,,,0.31382298469543457,0.31382298469543457,0.31382298469543457,111,,,
02:30:00.000-03:00,02:45:00.000-03:00,4,,93.54263880554032,,,,,,,0.32953950118998654,0.524657666683197,0.31382298469543457,149,,,
02:45:00.000-03:00,03:00:00.000-03:00,1,,86.68673774894881,,,,,,,0.6138375095943592,1.525199055671692,0.26300954818725586,142,,,
03:00:00.000-03:00,03:15:00.000-03:00,,,,,,,,,,,,,,,,
03:15:00.000-03:00,03:30:00.000-03:00,,,,,,,,,,,,,,,,
03:30:00.000-03:00,03:45:00.000-03:00,,,,,,,,,,,,,,,,
03:45:00.000-03:00,04:00:00.000-03:00,,,,,,,,,,,,,,,,
04:00:00.000-03:00,04:15:00.000-03:00,,,,,,,,,,,,,,,,
04:15:00.000-03:00,04:30:00.000-03:00,,,,,,,,,,,,,,,,
04:30:00.000-03:00,04:45:00.000-03:00,,,,,,,,,,,,,,,,
04:45:00.000-03:00,05:00:00.000-03:00,,,,,,,,,,,,,23,,,
05:00:00.000-03:00,05:15:00.000-03:00,,,,,,,,,,,,,37,,,
05:15:00.000-03:00,05:30:00.000-03:00,,,,,,,,,,,,,,,,
05:30:00.000-03:00,05:45:00.000-03:00,,,,,,,,,,,,,,,,
05:45:00.000-03:00,06:00:00.000-03:00,,,,,,,,,,,,,,,,
